paper_id,year,topic,MethodTag,MethodFamily,Methodology,PolicySalience,PoliticalSensitivity,SecrecyConstraint,DataAccess,coder_notes
1,2022,3,40,901,3,2,3,0,2,PolicySalience=2[对策]; PoliticalSensitivity=3[国防]; SecrecyConstraint=0; DataAccess=2[编码\b]; MT=40; MY=3; MF9=901
311,2022,4,20,906,3,3,3,0,1,PolicySalience=3[规范]; PoliticalSensitivity=3[对抗]; SecrecyConstraint=0; DataAccess=1[文献综述]; MT=20; MY=3; MF9=906
312,2022,1,20,906,3,3,0,0,0,PolicySalience=3[立法]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=0; MT=20; MY=3; MF9=906
313,2022,2,20,904,3,3,3,0,0,PolicySalience=3[规范]; PoliticalSensitivity=3[意识形态]; SecrecyConstraint=0; DataAccess=0; MT=20; MY=3; MF9=904
314,2023,2,10,909,1,3,3,0,0,PolicySalience=3[条款]; PoliticalSensitivity=3[反间谍]; SecrecyConstraint=0; DataAccess=0; MT=10; MY=1; MF9=909
315,2023,2,20,904,3,3,0,0,1,PolicySalience=3[清单]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=1[文献综述]; MT=20; MY=3; MF9=904
316,2023,1,20,906,3,3,3,0,0,PolicySalience=3[规范]; PoliticalSensitivity=3[香港]; SecrecyConstraint=0; DataAccess=0; MT=20; MY=3; MF9=906
317,2023,3,20,906,3,3,3,1,1,PolicySalience=3[流程]; PoliticalSensitivity=3[情报]; SecrecyConstraint=1[统计年鉴]; DataAccess=1[文献综述]; MT=20; MY=3; MF9=906
318,2023,2,20,906,3,3,3,0,0,PolicySalience=3[规范]; PoliticalSensitivity=3[制裁]; SecrecyConstraint=0; DataAccess=0; MT=20; MY=3; MF9=906
319,2023,3,30,903,5,2,3,3,0,PolicySalience=2[路径]; PoliticalSensitivity=3[军事]; SecrecyConstraint=3[军事]; DataAccess=0; MT=30; MY=5; MF9=903
320,2023,3,20,904,3,1,0,0,0,PolicySalience=1[政策]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=0; MT=20; MY=3; MF9=904
321,2023,3,20,906,3,3,3,3,1,PolicySalience=3[规范]; PoliticalSensitivity=3[军事]; SecrecyConstraint=3[军事]; DataAccess=1[文献综述]; MT=20; MY=3; MF9=906
322,2023,1,20,904,3,3,3,3,0,PolicySalience=3[规范]; PoliticalSensitivity=3[军事]; SecrecyConstraint=3[军事]; DataAccess=0; MT=20; MY=3; MF9=904
323,2024,4,20,906,3,3,0,0,0,PolicySalience=3[规范]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=0; MT=20; MY=3; MF9=906
324,2024,2,40,901,3,3,3,0,0,PolicySalience=3[办法]; PoliticalSensitivity=3[核]; SecrecyConstraint=0; DataAccess=0; MT=40; MY=3; MF9=901
325,2024,3,40,901,3,2,3,1,2,PolicySalience=2[对策]; PoliticalSensitivity=3[新疆]; SecrecyConstraint=1[新闻]; DataAccess=2[二手数据]; MT=40; MY=3; MF9=901
326,2024,3,40,901,3,3,3,3,0,PolicySalience=3[规范]; PoliticalSensitivity=3[情报]; SecrecyConstraint=3[作战]; DataAccess=0; MT=40; MY=3; MF9=901
327,2024,3,20,904,3,2,3,3,1,PolicySalience=2[框架]; PoliticalSensitivity=3[军事]; SecrecyConstraint=3[军事]; DataAccess=1[理论分析]; MT=20; MY=3; MF9=904
328,2024,3,10,909,1,3,0,0,0,PolicySalience=3[规范]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=0; MT=10; MY=1; MF9=909
329,2024,1,20,901,2,2,3,0,3,PolicySalience=2[模式]; PoliticalSensitivity=3[国防]; SecrecyConstraint=0; DataAccess=3[数据库]; MT=20; MY=2; MF9=901
330,2024,3,10,909,1,3,0,0,0,PolicySalience=3[规范]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=0; MT=10; MY=1; MF9=909
331,2024,2,20,904,3,3,3,0,0,PolicySalience=3[立法]; PoliticalSensitivity=3[意识形态]; SecrecyConstraint=0; DataAccess=0; MT=20; MY=3; MF9=904
332,2024,3,20,904,4,2,3,0,0,PolicySalience=2[对策]; PoliticalSensitivity=3[情报]; SecrecyConstraint=0; DataAccess=0; MT=20; MY=4; MF9=904
333,2024,3,20,906,3,3,3,0,0,PolicySalience=3[标准]; PoliticalSensitivity=3[核]; SecrecyConstraint=0; DataAccess=0; MT=20; MY=3; MF9=906
334,2024,1,20,906,3,3,3,0,1,PolicySalience=3[规范]; PoliticalSensitivity=3[国防]; SecrecyConstraint=0; DataAccess=1[规范研究]; MT=20; MY=3; MF9=906
335,2024,1,20,904,3,2,3,3,0,PolicySalience=2[路径]; PoliticalSensitivity=3[军事]; SecrecyConstraint=3[军事]; DataAccess=0; MT=20; MY=3; MF9=904
336,2024,2,30,903,5,3,3,0,1,PolicySalience=3[规定]; PoliticalSensitivity=3[涉疆]; SecrecyConstraint=0; DataAccess=1[哲学]; MT=30; MY=5; MF9=903
337,2024,1,20,904,3,3,3,3,0,PolicySalience=3[规范]; PoliticalSensitivity=3[间谍]; SecrecyConstraint=3[国家秘密]; DataAccess=0; MT=20; MY=3; MF9=904
338,2025,1,20,904,3,3,3,0,0,PolicySalience=3[立法]; PoliticalSensitivity=3[间谍]; SecrecyConstraint=0; DataAccess=0; MT=20; MY=3; MF9=904
339,2025,1,20,906,3,3,0,0,1,PolicySalience=3[规范]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=1[规范研究]; MT=20; MY=3; MF9=906
340,2025,2,20,904,4,2,0,0,3,PolicySalience=2[框架]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=3[数据库]; MT=20; MY=4; MF9=904
341,2025,1,10,909,1,3,3,0,0,PolicySalience=3[条款]; PoliticalSensitivity=3[国防]; SecrecyConstraint=0; DataAccess=0; MT=10; MY=1; MF9=909
342,2025,1,30,903,5,1,3,0,0,PolicySalience=1[政策]; PoliticalSensitivity=3[核]; SecrecyConstraint=0; DataAccess=0; MT=30; MY=5; MF9=903
343,2025,1,20,906,3,3,3,0,0,PolicySalience=3[规范]; PoliticalSensitivity=3[意识形态]; SecrecyConstraint=0; DataAccess=0; MT=20; MY=3; MF9=906
344,2025,2,30,903,5,3,0,0,0,PolicySalience=3[规范]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=0; MT=30; MY=5; MF9=903
345,2002,1,20,904,3,2,3,3,0,PolicySalience=2[路径]; PoliticalSensitivity=3[间谍]; SecrecyConstraint=3[军事]; DataAccess=0; MT=20; MY=3; MF9=904
346,2003,1,10,908,1,1,0,0,0,PolicySalience=1[战略]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=0; MT=10; MY=1; MF9=908
347,2004,1,20,904,3,2,3,3,0,PolicySalience=2[路径]; PoliticalSensitivity=3[间谍]; SecrecyConstraint=3[军事]; DataAccess=0; MT=20; MY=3; MF9=904
348,2004,1,40,901,3,2,0,0,0,PolicySalience=2[框架]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=0; MT=40; MY=3; MF9=901
349,2004,3,40,901,3,2,3,0,0,PolicySalience=2[对策]; PoliticalSensitivity=3[间谍]; SecrecyConstraint=0; DataAccess=0; MT=40; MY=3; MF9=901
350,2005,2,20,904,3,2,0,0,0,PolicySalience=2[路径]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=0; MT=20; MY=3; MF9=904
351,2005,2,20,904,3,2,0,0,0,PolicySalience=2[框架]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=0; MT=20; MY=3; MF9=904
352,2005,2,20,904,3,2,0,0,0,PolicySalience=2[路径]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=0; MT=20; MY=3; MF9=904
353,2004,2,20,904,3,2,3,0,1,PolicySalience=2[对策]; PoliticalSensitivity=3[意识形态]; SecrecyConstraint=0; DataAccess=1[概念辨析]; MT=20; MY=3; MF9=904
354,2003,3,30,903,5,3,3,3,0,PolicySalience=3[操作化]; PoliticalSensitivity=3[军事]; SecrecyConstraint=3[军事]; DataAccess=0; MT=30; MY=5; MF9=903
355,2004,1,10,909,1,2,0,0,0,PolicySalience=2[路径]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=0; MT=10; MY=1; MF9=909
356,2005,3,20,904,3,2,0,0,0,PolicySalience=2[路径]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=0; MT=20; MY=3; MF9=904
357,2006,2,20,904,3,2,3,0,0,PolicySalience=2[路径]; PoliticalSensitivity=3[对抗]; SecrecyConstraint=0; DataAccess=0; MT=20; MY=3; MF9=904
358,2005,2,40,901,3,2,3,3,0,PolicySalience=2[路径]; PoliticalSensitivity=3[军事]; SecrecyConstraint=3[军事]; DataAccess=0; MT=40; MY=3; MF9=901
359,2006,1,20,904,3,2,3,3,0,PolicySalience=2[路径]; PoliticalSensitivity=3[情报]; SecrecyConstraint=3[军事]; DataAccess=0; MT=20; MY=3; MF9=904
360,2008,3,40,901,3,3,3,3,0,PolicySalience=3[条例]; PoliticalSensitivity=3[情报]; SecrecyConstraint=3[军事]; DataAccess=0; MT=40; MY=3; MF9=901
361,2008,2,10,908,1,2,3,0,1,PolicySalience=2[对策]; PoliticalSensitivity=3[意识形态]; SecrecyConstraint=0; DataAccess=1[法理]; MT=10; MY=1; MF9=908
362,2008,2,10,909,1,2,3,0,0,PolicySalience=2[对策]; PoliticalSensitivity=3[情报]; SecrecyConstraint=0; DataAccess=0; MT=10; MY=1; MF9=909
363,2008,2,10,909,1,2,3,0,0,PolicySalience=2[对策]; PoliticalSensitivity=3[意识形态]; SecrecyConstraint=0; DataAccess=0; MT=10; MY=1; MF9=909
364,2009,2,40,901,3,2,3,0,0,PolicySalience=2[路径]; PoliticalSensitivity=3[对抗]; SecrecyConstraint=0; DataAccess=0; MT=40; MY=3; MF9=901
365,2009,3,40,901,3,2,3,3,0,PolicySalience=2[对策]; PoliticalSensitivity=3[军事]; SecrecyConstraint=3[军事]; DataAccess=0; MT=40; MY=3; MF9=901
366,2008,2,40,908,3,2,3,0,0,PolicySalience=2[对策]; PoliticalSensitivity=3[意识形态]; SecrecyConstraint=0; DataAccess=0; MT=40; MY=3; MF9=908
367,2009,3,30,903,5,2,3,3,0,PolicySalience=2[对策]; PoliticalSensitivity=3[军事]; SecrecyConstraint=3[军事]; DataAccess=0; MT=30; MY=5; MF9=903
368,2009,1,40,901,3,3,3,3,0,PolicySalience=3[条款]; PoliticalSensitivity=3[军事]; SecrecyConstraint=3[军事]; DataAccess=0; MT=40; MY=3; MF9=901
369,2009,3,10,909,1,2,0,0,1,PolicySalience=2[框架]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=1[理论分析]; MT=10; MY=1; MF9=909
370,2009,1,40,901,3,2,3,3,0,PolicySalience=2[路径]; PoliticalSensitivity=3[军事]; SecrecyConstraint=3[军事]; DataAccess=0; MT=40; MY=3; MF9=901
371,2009,3,20,904,3,2,3,3,0,PolicySalience=2[框架]; PoliticalSensitivity=3[军事]; SecrecyConstraint=3[军事]; DataAccess=0; MT=20; MY=3; MF9=904
372,2010,3,40,905,3,2,0,0,0,PolicySalience=2[路径]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=0; MT=40; MY=3; MF9=905
373,2010,3,20,904,3,3,0,0,0,PolicySalience=3[立法]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=0; MT=20; MY=3; MF9=904
374,2010,3,40,901,3,3,3,0,3,PolicySalience=3[标准]; PoliticalSensitivity=3[新疆]; SecrecyConstraint=0; DataAccess=3[数据库]; MT=40; MY=3; MF9=901
375,2010,3,20,904,3,2,0,0,0,PolicySalience=2[模式]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=0; MT=20; MY=3; MF9=904
376,2009,1,10,909,1,3,0,0,0,PolicySalience=3[试点]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=0; MT=10; MY=1; MF9=909
377,2010,3,20,904,3,2,3,3,0,PolicySalience=2[路径]; PoliticalSensitivity=3[军事]; SecrecyConstraint=3[军事]; DataAccess=0; MT=20; MY=3; MF9=904
378,2010,2,20,902,2,2,3,3,0,PolicySalience=2[对策]; PoliticalSensitivity=3[军事]; SecrecyConstraint=3[军事]; DataAccess=0; MT=20; MY=2; MF9=902
379,2010,1,20,904,3,3,0,0,1,PolicySalience=3[规范]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=1[哲学]; MT=20; MY=3; MF9=904
380,2010,3,20,904,4,2,0,0,2,PolicySalience=2[路径]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=2[案例研究]; MT=20; MY=4; MF9=904
381,2011,3,10,909,1,3,0,0,0,PolicySalience=3[规范]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=0; MT=10; MY=1; MF9=909
382,2011,3,20,904,3,2,0,0,2,PolicySalience=2[框架]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=2[案例研究]; MT=20; MY=3; MF9=904
383,2011,3,40,901,3,2,0,0,1,PolicySalience=2[对策]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=1[概念辨析]; MT=40; MY=3; MF9=901
384,2011,3,10,909,1,2,0,0,0,PolicySalience=2[对策]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=0; MT=10; MY=1; MF9=909
385,2012,3,20,904,3,2,0,0,0,PolicySalience=2[框架]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=0; MT=20; MY=3; MF9=904
386,2012,3,20,904,4,2,0,0,2,PolicySalience=2[对策]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=2[问卷]; MT=20; MY=4; MF9=904
387,2012,1,10,909,1,2,3,0,1,PolicySalience=2[路径]; PoliticalSensitivity=3[国防]; SecrecyConstraint=0; DataAccess=1[文献综述]; MT=10; MY=1; MF9=909
388,2012,2,10,909,1,2,3,0,1,PolicySalience=2[对策]; PoliticalSensitivity=3[意识形态]; SecrecyConstraint=0; DataAccess=1[文献综述]; MT=10; MY=1; MF9=909
389,2012,1,10,909,1,3,0,0,0,PolicySalience=3[规范]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=0; MT=10; MY=1; MF9=909
390,2012,3,20,904,3,3,3,0,0,PolicySalience=3[指标体系]; PoliticalSensitivity=3[国防]; SecrecyConstraint=0; DataAccess=0; MT=20; MY=3; MF9=904
391,2012,2,10,909,1,2,3,0,1,PolicySalience=2[对策]; PoliticalSensitivity=3[意识形态]; SecrecyConstraint=0; DataAccess=1[理论分析]; MT=10; MY=1; MF9=909
392,2013,1,40,901,3,2,0,0,1,PolicySalience=2[路径]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=1[概念辨析]; MT=40; MY=3; MF9=901
393,2013,3,20,904,3,2,3,0,2,PolicySalience=2[对策]; PoliticalSensitivity=3[敌对势力]; SecrecyConstraint=0; DataAccess=2[案例研究]; MT=20; MY=3; MF9=904
394,2013,3,20,901,2,2,3,0,0,PolicySalience=2[对策]; PoliticalSensitivity=3[核]; SecrecyConstraint=0; DataAccess=0; MT=20; MY=2; MF9=901
395,2013,2,20,904,3,2,3,0,0,PolicySalience=2[框架]; PoliticalSensitivity=3[核]; SecrecyConstraint=0; DataAccess=0; MT=20; MY=3; MF9=904
396,2014,3,10,909,1,2,0,0,0,PolicySalience=2[政策建议]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=0; MT=10; MY=1; MF9=909
397,2014,2,10,908,1,2,3,0,0,PolicySalience=2[框架]; PoliticalSensitivity=3[意识形态]; SecrecyConstraint=0; DataAccess=0; MT=10; MY=1; MF9=908
398,2014,3,10,909,1,2,3,0,0,PolicySalience=2[对策]; PoliticalSensitivity=3[意识形态]; SecrecyConstraint=0; DataAccess=0; MT=10; MY=1; MF9=909
399,2014,3,30,903,5,2,3,0,0,PolicySalience=2[对策]; PoliticalSensitivity=3[意识形态]; SecrecyConstraint=0; DataAccess=0; MT=30; MY=5; MF9=903
400,2014,2,20,904,3,3,3,1,2,PolicySalience=3[立法]; PoliticalSensitivity=3[意识形态]; SecrecyConstraint=1[公开数据]; DataAccess=2[案例研究]; MT=20; MY=3; MF9=904
401,2014,3,20,902,2,2,0,0,3,PolicySalience=2[对策]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=3[实验]; MT=20; MY=2; MF9=902
402,2014,1,10,909,1,2,3,3,1,PolicySalience=2[路径]; PoliticalSensitivity=3[军事]; SecrecyConstraint=3[军事]; DataAccess=1[文献综述]; MT=10; MY=1; MF9=909
403,2014,3,20,904,3,2,3,0,0,PolicySalience=2[对策]; PoliticalSensitivity=3[南海]; SecrecyConstraint=0; DataAccess=0; MT=20; MY=3; MF9=904
404,2014,3,40,901,3,3,3,3,0,PolicySalience=3[办法]; PoliticalSensitivity=3[军事]; SecrecyConstraint=3[军事]; DataAccess=0; MT=40; MY=3; MF9=901
405,2014,1,20,904,3,2,0,0,0,PolicySalience=2[路径]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=0; MT=20; MY=3; MF9=904
406,2013,3,40,901,3,2,2,0,0,PolicySalience=2[框架]; PoliticalSensitivity=2[公共安全]; SecrecyConstraint=0; DataAccess=0; MT=40; MY=3; MF9=901
407,2014,3,10,908,1,2,3,0,0,PolicySalience=2[模式]; PoliticalSensitivity=3[核]; SecrecyConstraint=0; DataAccess=0; MT=10; MY=1; MF9=908
408,2014,2,40,901,3,2,3,0,1,PolicySalience=2[政策建议]; PoliticalSensitivity=3[新疆]; SecrecyConstraint=0; DataAccess=1[理论分析]; MT=40; MY=3; MF9=901
409,2014,1,10,909,1,2,3,3,0,PolicySalience=2[对策]; PoliticalSensitivity=3[军事]; SecrecyConstraint=3[军事]; DataAccess=0; MT=10; MY=1; MF9=909
410,2015,2,10,909,1,3,3,0,0,PolicySalience=3[问责]; PoliticalSensitivity=3[意识形态]; SecrecyConstraint=0; DataAccess=0; MT=10; MY=1; MF9=909
411,2015,2,10,909,1,2,3,0,0,PolicySalience=2[对策]; PoliticalSensitivity=3[意识形态]; SecrecyConstraint=0; DataAccess=0; MT=10; MY=1; MF9=909
412,2015,2,10,909,1,2,3,3,0,PolicySalience=2[对策]; PoliticalSensitivity=3[军事]; SecrecyConstraint=3[军事]; DataAccess=0; MT=10; MY=1; MF9=909
413,2015,2,10,909,1,2,3,0,0,PolicySalience=2[路径]; PoliticalSensitivity=3[意识形态]; SecrecyConstraint=0; DataAccess=0; MT=10; MY=1; MF9=909
414,2015,1,20,904,3,3,3,0,1,PolicySalience=3[流程]; PoliticalSensitivity=3[国防]; SecrecyConstraint=0; DataAccess=1[哲学]; MT=20; MY=3; MF9=904
415,2015,2,40,901,3,2,3,0,0,PolicySalience=2[模式]; PoliticalSensitivity=3[颜色革命]; SecrecyConstraint=0; DataAccess=0; MT=40; MY=3; MF9=901
416,2015,3,20,904,3,2,0,0,1,PolicySalience=2[路径]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=1[概念辨析]; MT=20; MY=3; MF9=904
417,2015,3,10,909,1,2,3,0,0,PolicySalience=2[框架]; PoliticalSensitivity=3[情报]; SecrecyConstraint=0; DataAccess=0; MT=10; MY=1; MF9=909
418,2015,3,20,904,3,2,3,0,0,PolicySalience=2[对策]; PoliticalSensitivity=3[恐怖主义]; SecrecyConstraint=0; DataAccess=0; MT=20; MY=3; MF9=904
419,2015,2,20,908,2,2,3,0,0,PolicySalience=2[框架]; PoliticalSensitivity=3[情报]; SecrecyConstraint=0; DataAccess=0; MT=20; MY=2; MF9=908
420,2015,2,20,904,3,3,3,3,2,PolicySalience=3[规范]; PoliticalSensitivity=3[情报]; SecrecyConstraint=3[军事]; DataAccess=2[案例研究]; MT=20; MY=3; MF9=904
421,2016,1,10,909,1,2,3,0,0,PolicySalience=2[治理路径]; PoliticalSensitivity=3[反分裂]; SecrecyConstraint=0; DataAccess=0; MT=10; MY=1; MF9=909
422,2016,3,10,909,1,2,3,0,0,PolicySalience=2[路径]; PoliticalSensitivity=3[社会稳定]; SecrecyConstraint=0; DataAccess=0; MT=10; MY=1; MF9=909
423,2016,3,30,903,5,3,3,0,1,PolicySalience=3[指标体系]; PoliticalSensitivity=3[核]; SecrecyConstraint=0; DataAccess=1[文献综述]; MT=30; MY=5; MF9=903
424,2016,3,10,908,1,2,0,0,1,PolicySalience=2[对策]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=1[文献综述]; MT=10; MY=1; MF9=908
425,2016,2,20,906,3,2,3,1,0,PolicySalience=2[框架]; PoliticalSensitivity=3[意识形态]; SecrecyConstraint=1[白皮书]; DataAccess=0; MT=20; MY=3; MF9=906
426,2016,2,10,909,1,2,3,0,1,PolicySalience=2[对策]; PoliticalSensitivity=3[敌对势力]; SecrecyConstraint=0; DataAccess=1[文献综述]; MT=10; MY=1; MF9=909
427,2016,1,30,903,5,3,3,3,1,PolicySalience=3[制度设计]; PoliticalSensitivity=3[情报]; SecrecyConstraint=3[军事]; DataAccess=1[文献综述]; MT=30; MY=5; MF9=903
428,2016,3,20,904,4,2,0,0,1,PolicySalience=2[政策建议]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=1[文献综述]; MT=20; MY=4; MF9=904
429,2017,2,30,903,5,3,3,0,1,PolicySalience=3[制度设计]; PoliticalSensitivity=3[情报]; SecrecyConstraint=0; DataAccess=1[文献综述]; MT=30; MY=5; MF9=903
430,2017,3,20,904,3,3,1,0,1,PolicySalience=3[制度设计]; PoliticalSensitivity=1[政策评估]; SecrecyConstraint=0; DataAccess=1[文献综述]; MT=20; MY=3; MF9=904
431,2017,2,20,906,4,3,3,3,2,PolicySalience=3[执法]; PoliticalSensitivity=3[情报]; SecrecyConstraint=3[涉密]; DataAccess=2[样本]; MT=20; MY=4; MF9=906
432,2017,3,20,904,3,3,3,0,1,PolicySalience=3[制度设计]; PoliticalSensitivity=3[核]; SecrecyConstraint=0; DataAccess=1[文献综述]; MT=20; MY=3; MF9=904
433,2018,2,40,901,3,2,3,3,0,PolicySalience=2[对策]; PoliticalSensitivity=3[军事]; SecrecyConstraint=3[军事]; DataAccess=0; MT=40; MY=3; MF9=901
434,2018,2,20,904,3,1,3,3,1,PolicySalience=1[政策]; PoliticalSensitivity=3[军事]; SecrecyConstraint=3[军事]; DataAccess=1[理论分析]; MT=20; MY=3; MF9=904
435,2018,3,10,909,1,2,0,0,0,PolicySalience=2[对策]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=0; MT=10; MY=1; MF9=909
436,2018,2,40,901,3,2,3,3,1,PolicySalience=2[框架]; PoliticalSensitivity=3[军事]; SecrecyConstraint=3[军事]; DataAccess=1[文献综述]; MT=40; MY=3; MF9=901
437,2018,3,20,904,3,3,3,0,0,PolicySalience=3[规范]; PoliticalSensitivity=3[社会稳定]; SecrecyConstraint=0; DataAccess=0; MT=20; MY=3; MF9=904
438,2018,1,20,904,3,3,3,0,0,PolicySalience=3[规范]; PoliticalSensitivity=3[核]; SecrecyConstraint=0; DataAccess=0; MT=20; MY=3; MF9=904
439,2018,2,20,902,4,3,3,0,3,PolicySalience=3[规范]; PoliticalSensitivity=3[情报]; SecrecyConstraint=0; DataAccess=3[实验]; MT=20; MY=4; MF9=902
440,2018,3,20,904,3,3,3,0,0,PolicySalience=3[条款]; PoliticalSensitivity=3[情报]; SecrecyConstraint=0; DataAccess=0; MT=20; MY=3; MF9=904
441,2018,2,20,904,3,3,3,0,0,PolicySalience=3[规范]; PoliticalSensitivity=3[核]; SecrecyConstraint=0; DataAccess=0; MT=20; MY=3; MF9=904
442,2018,4,20,901,2,3,0,0,0,PolicySalience=3[程序]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=0; MT=20; MY=2; MF9=901
443,2018,2,30,903,5,2,3,0,1,PolicySalience=2[框架]; PoliticalSensitivity=3[情报]; SecrecyConstraint=0; DataAccess=1[思辨]; MT=30; MY=5; MF9=903
444,2018,1,30,902,5,3,3,3,3,PolicySalience=3[规定]; PoliticalSensitivity=3[军事]; SecrecyConstraint=3[军事]; DataAccess=3[实验]; MT=30; MY=5; MF9=902
445,2018,3,10,908,1,2,3,0,0,PolicySalience=2[对策]; PoliticalSensitivity=3[核]; SecrecyConstraint=0; DataAccess=0; MT=10; MY=1; MF9=908
446,2018,3,30,903,5,3,2,0,1,PolicySalience=3[规范]; PoliticalSensitivity=2[舆情]; SecrecyConstraint=0; DataAccess=1[文献综述]; MT=30; MY=5; MF9=903
447,2019,2,20,904,3,3,3,3,0,PolicySalience=3[规范]; PoliticalSensitivity=3[情报]; SecrecyConstraint=3[军事]; DataAccess=0; MT=20; MY=3; MF9=904
448,2018,2,30,902,5,2,3,3,3,PolicySalience=2[框架]; PoliticalSensitivity=3[军事]; SecrecyConstraint=3[军事]; DataAccess=3[实验]; MT=30; MY=5; MF9=902
449,2019,2,20,904,3,2,3,3,0,PolicySalience=2[框架]; PoliticalSensitivity=3[情报]; SecrecyConstraint=3[军事]; DataAccess=0; MT=20; MY=3; MF9=904
450,2018,2,40,901,3,2,2,0,0,PolicySalience=2[对策]; PoliticalSensitivity=2[公共安全]; SecrecyConstraint=0; DataAccess=0; MT=40; MY=3; MF9=901
451,2019,2,20,904,3,3,3,0,1,PolicySalience=3[流程]; PoliticalSensitivity=3[情报]; SecrecyConstraint=0; DataAccess=1[文献综述]; MT=20; MY=3; MF9=904
452,2019,2,30,903,5,3,3,3,1,PolicySalience=3[规范]; PoliticalSensitivity=3[情报]; SecrecyConstraint=3[作战]; DataAccess=1[思辨]; MT=30; MY=5; MF9=903
453,2019,2,40,908,3,2,3,0,1,PolicySalience=2[路径]; PoliticalSensitivity=3[情报]; SecrecyConstraint=0; DataAccess=1[思辨]; MT=40; MY=3; MF9=908
454,2019,1,20,904,3,3,3,3,1,PolicySalience=3[规范]; PoliticalSensitivity=3[情报]; SecrecyConstraint=3[军事]; DataAccess=1[理论分析]; MT=20; MY=3; MF9=904
455,2019,2,40,908,3,2,3,3,1,PolicySalience=2[框架]; PoliticalSensitivity=3[情报]; SecrecyConstraint=3[军事]; DataAccess=1[文献综述]; MT=40; MY=3; MF9=908
456,2019,1,10,909,1,3,3,0,0,PolicySalience=3[规范]; PoliticalSensitivity=3[核]; SecrecyConstraint=0; DataAccess=0; MT=10; MY=1; MF9=909
457,2019,3,20,904,3,2,3,0,2,PolicySalience=2[对策]; PoliticalSensitivity=3[恐怖主义]; SecrecyConstraint=0; DataAccess=2[案例研究]; MT=20; MY=3; MF9=904
458,2019,4,40,908,3,3,3,0,1,PolicySalience=3[问责]; PoliticalSensitivity=3[意识形态]; SecrecyConstraint=0; DataAccess=1[文献综述]; MT=40; MY=3; MF9=908
459,2019,2,10,909,1,1,3,3,3,PolicySalience=1[政策]; PoliticalSensitivity=3[情报]; SecrecyConstraint=3[国家秘密]; DataAccess=3[数据库]; MT=10; MY=1; MF9=909
460,2019,2,20,904,3,3,3,0,0,PolicySalience=3[规范]; PoliticalSensitivity=3[反间谍]; SecrecyConstraint=0; DataAccess=0; MT=20; MY=3; MF9=904
461,2019,1,30,903,5,3,0,0,1,PolicySalience=3[规范]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=1[思辨]; MT=30; MY=5; MF9=903
462,2019,3,30,903,5,2,3,0,3,PolicySalience=2[路径]; PoliticalSensitivity=3[情报]; SecrecyConstraint=0; DataAccess=3[数据库]; MT=30; MY=5; MF9=903
463,2019,3,30,903,5,2,3,0,3,PolicySalience=2[完善]; PoliticalSensitivity=3[核]; SecrecyConstraint=0; DataAccess=3[数据库]; MT=30; MY=5; MF9=903
